Date,Corn,Coffee,Cocoa,Live Cattle,Cotton,Soybean,Sugar,Wheat,Market Volatility
20180928,356.25,102.45,2057.0,113.45,76.76,845.5,10.42,509,12.12
20180927,364.75,99.3,2114.0,113.225,78.12,855,10.05,513,12.41
20180926,363,97.75,2151.0,113.875,79.0,850,9.9,517.5,12.89
20180925,363.75,97.1,2195.0,112.35,80.41,845.75,10.36,520.75,12.42
20180924,360.5,98.5,2235.0,112.175,78.73,841,10.38,527,12.2
20180921,357.25,99.9,2167.0,113.075,79.28,847.25,10.84,521.75,11.68
20180920,352.5,99.75,2201.0,112.45,79.07,850.25,10.8,524,11.8
20180919,345.75,96.7,2195.0,113.1,79.63,830,10.76,522.5,11.75
20180918,343.25,92.0,2242.0,113.225,79.15,814,10.52,510.5,12.79
20180917,348,93.45,2236.0,113.425,81.51,823.5,10.63,506.25,13.68
20180914,337,95.45,2219.0,113.8,81.9,821.5,11.16,480,12.07
20180913,336.25,96.4,2314.0,110.8,81.62,822.75,11.68,471.75,12.37
20180912,341.5,97.85,2355.0,111.475,82.76,829,11.67,481.75,13.14
20180911,355.25,96.2,2283.0,109.3,83.03,820.25,11.18,493.75,13.22
20180910,355.5,97.5,2329.0,110.15,83.93,833.5,11.2,504,14.16
20180907,354.25,98.8,2288.0,109.95,82.13,832,11.01,486.25,14.88
20180906,353.5,97.95,2310.0,108.9,81.38,826.75,10.8,486,14.65
20180905,351.75,100.1,2314.0,109.05,81.71,825.5,10.89,493.75,13.91
20180904,354.5,97.75,2335.0,109.875,82.78,832,10.64,502.75,13.16
20180831,351,98.1,2323.0,106.8,82.31,833,10.6,518.5,12.86
20180830,341,98.95,2262.0,109.8,82.42,819.5,10.57,508,13.53
20180829,341.25,98.65,2336.0,109.175,82.97,823.25,10.37,515.75,12.25
20180828,341,99.25,2295.0,107.8,83.81,820.5,10.31,498.25,12.5
20180827,346.75,101.85,2321.0,108.2,83.52,834.75,10.51,499.25,12.16
20180824,348.5,100.55,2374.0,106.25,81.81,842,10.23,514.75,11.99
20180823,346.75,97.2,2349.0,107.95,81.73,842,10.12,522,12.41
20180822,352.5,96.4,2310.0,108.225,82.52,858.25,10.18,526,12.25
20180821,359.75,97.95,2269.0,109.275,83.5,874.5,10.17,527.25,12.86
20180820,362,97.25,2198.0,109.075,83.1,881.75,10.09,542.25,12.49
20180817,364.25,101.2,2115.0,109.425,81.75,881.5,10.18,560.5,12.64
20180816,365.25,101.7,2104.0,108.325,82.13,885.5,10.3,542.25,13.45
20180815,361.5,102.4,2083.0,108.325,81.08,857.5,10.23,532.25,14.64
20180814,362.25,105.05,2108.0,107.975,83.41,864.5,10.34,541.75,13.31
20180813,356.5,106.25,2121.0,107.2,83.14,853.5,10.3,533.5,14.78
20180810,357.75,107.0,2086.0,108.25,85.86,846,10.54,546.75,13.16
20180809,369.25,107.65,2081.0,108.25,87.26,887.75,10.84,564.5,11.27
20180808,371.25,107.85,2111.0,109.825,87.39,893.75,10.81,570,10.85
20180807,370.75,109.05,2103.0,110.075,88.22,889.25,10.88,568.25,10.93
20180806,371,108.75,2122.0,110.4,88.69,877.25,10.98,574.5,11.27
20180803,369.75,107.75,2046.0,110.675,88.67,886.25,10.85,556.25,11.64
20180802,366.75,106.7,2072.0,108.6,89.44,882.5,10.59,560.5,12.19
20180801,365,108.05,2070.0,108.625,89.06,886.75,10.48,558.25,13.15
20180731,372.25,109.9,2170.0,107.675,90.28,903.75,10.55,553.75,12.83
20180730,367.25,111.4,2239.0,108.425,89.95,875,10.82,546.5,14.26
20180727,362,110.45,2233.0,108.625,89.06,870.5,10.88,530.5,13.03
20180726,361.5,109.55,2315.0,107.95,89.03,861.25,11.03,536.5,12.14
20180725,359.25,111.0,2245.0,109.025,88.8,860.75,11.19,542.75,12.29
20180724,352,110.95,2257.0,108.05,87.32,858,11.19,510.25,12.41
20180723,357.25,111.65,2299.0,108.725,87.47,847.75,11.08,513.75,12.62
20180720,355.25,110.65,2322.0,108.925,87.74,849.75,11.12,516,12.86
20180719,351.25,105.25,2292.0,108.9,88.3,846,10.97,504.25,12.87
20180718,347.25,104.6,2337.0,108.95,88.83,842.25,11.08,494.5,12.1
20180717,346.25,105.7,2395.0,106.425,89.2,839.5,11.13,497.75,12.06
20180716,341.75,107.45,2410.0,106.925,88.88,829.5,11.14,488.5,12.83
20180713,330.25,107.05,2517.0,104.55,88.9,814,10.96,481.5,12.18
20180712,336.5,108.7,2489.0,105.025,89.24,830,11.08,482.5,12.58
20180711,331.25,109.2,2484.0,103.85,85.24,829.75,11.29,469.75,13.63
20180710,339.75,111.95,2501.0,105.45,87.5,852.25,11.41,489.5,12.64
20180709,345.75,112.2,2443.0,106.125,87.16,851.75,11.4,507.75,12.69
20180706,351.75,111.25,2459.0,106.375,86.38,874,11.51,512.75,13.37
20180705,343.5,106.3,2446.0,106.375,83.73,835.5,11.48,504,14.97
20180703,342.75,108.35,2418.0,106.45,84.54,844,11.39,491.5,16.14
20180702,337.5,107.8,2465.0,106.9,84.5,848.5,11.56,480.25,15.6
20180629,350.25,111.5,2476.0,107.0,85.38,858.5,11.86,497.5,16.09
20180628,345,112.15,2418.0,108.2,84.93,861.25,11.88,479.5,16.85
20180627,352.5,114.3,2339.0,107.025,85.75,867.5,11.72,479.5,17.91
20180626,352.5,114.8,2431.0,105.925,85.04,867.25,12.12,469.5,15.92
20180625,350.5,114.15,2433.0,105.975,85.94,874.5,12.0,476.75,17.33
20180622,357.25,113.85,2484.0,108.275,85.43,894.5,12.05,491.25,13.77
20180621,357,112.6,2509.0,108.65,83.21,880.5,11.87,495.25,14.64
20180620,354.25,113.65,2568.0,109.025,83.21,889.5,11.89,488.25,12.79
20180619,353.75,114.1,2468.0,108.525,83.32,889,11.84,477.75,13.35
20180618,356,114.45,2509.0,108.3,87.32,908.5,11.99,490,12.31
20180615,361.25,115.2,2552.0,108.45,90.72,905.5,12.02,499.5,11.98
20180614,363,115.7,2450.0,106.25,93.41,927.25,12.23,501.5,12.12
20180613,376,116.35,2380.0,107.925,93.81,936,12.51,516.5,12.94
20180612,377.5,117.35,2413.0,108.525,95.21,954,12.35,534.5,12.34
20180611,367.25,117.1,2372.0,108.65,94.75,953.75,12.35,514.5,12.35
20180608,377.75,117.25,2393.0,110.025,94.94,969.25,12.25,520,12.18
20180607,376.25,115.7,2274.0,108.375,93.72,974.25,11.73,526.75,12.13
20180606,378.25,118.25,2296.0,108.3,90.95,994.25,12.2,519.75,11.64
20180605,383.75,119.45,2289.0,107.2,89.84,1001.25,12.02,510,12.4
20180604,380.75,121.5,2351.0,104.725,92.1,1001.75,11.9,505.25,12.74
20180601,391.5,122.75,2458.0,104.9,93.3,1021.25,12.52,523.25,13.46
20180531,394,123.7,2454.0,105.05,93.15,1018.5,12.79,526.25,15.43
20180530,393.5,120.3,2529.0,106.125,92.49,1023,12.6,522,14.94
20180529,400,120.25,2497.0,103.125,93.21,1030.5,12.46,536.5,17.02
20180525,406,120.4,2556.0,104.65,89.21,1041.5,12.46,543,13.22
20180524,404.25,120.55,2603.0,104.4,87.46,1035.75,12.38,530.25,12.53
20180523,408.5,119.35,2618.0,105.45,86.96,1039.25,12.35,531,12.58
20180522,404.75,120.85,2589.0,104.9,87.35,1030.5,12.15,521.5,13.22
20180521,402.75,120.2,2615.0,104.925,88.42,1025.25,12.1,507.25,13.08
20180518,402.5,113.95,2678.0,102.4,86.55,998.5,11.66,518.25,13.42
20180517,395.25,113.85,2639.0,103.05,85.03,995,11.56,497.5,13.43
20180516,399.25,113.25,2730.0,101.825,84.35,999.75,11.61,494.25,13.42
20180515,402.25,112.9,2670.0,102.975,83.76,1018.75,11.52,493.5,14.63
20180514,389,113.65,2775.0,104.625,83.7,1013,11.26,480.5,12.93
20180511,389.75,115.25,2801.0,107.625,84.62,994.75,11.22,489.5,12.65
20180510,394.75,116.3,2758.0,107.525,84.56,1013.25,11.27,507.75,13.23
20180509,394.75,115.5,2774.0,105.675,85.86,1007.25,11.29,514.5,13.42
20180508,395.5,116.55,2794.0,106.3,85.38,1011.25,11.56,517.75,14.71
20180507,393.25,118.2,2870.0,105.175,85.99,1002.25,11.32,514,14.75
20180504,398.75,120.45,2799.0,106.05,86.35,1027.25,11.51,527.5,14.77
20180503,399.5,122.2,2863.0,106.525,84.45,1043.25,11.69,540.5,15.9
20180502,396,121.6,2835.0,104.85,85.01,1032.75,11.75,525.75,15.97
20180501,396.75,122.6,2914.0,105.825,85.12,1042.5,11.69,529.75,15.49
20180430,392.5,120.65,2845.0,123.75,84.68,1037.75,11.52,512.5,15.93
20180427,389.5,120.35,2851.0,124.45,85.33,1045,11.22,495.5,15.41
20180426,386,117.6,2822.0,122.525,84.99,1028,10.97,480.75,16.24
20180425,386.5,116.85,2856.0,121.925,84.76,1027.5,10.86,486.25,17.84
20180424,381.25,118.5,2835.0,121.1,82.26,1022.25,11.14,472.5,18.02
20180423,378.5,117.0,2746.0,121.725,83.19,1020.75,11.21,461.5,16.34
20180420,376.5,115.75,2749.0,119.35,85.47,1028.75,11.64,463.25,16.88
20180419,382,114.25,2831.0,117.8,82.97,1037.25,11.75,476.75,15.96
20180418,383,114.9,2824.0,118.975,82.74,1041.75,11.74,475.25,15.6
20180417,380.25,113.55,2728.0,118.05,83.13,1046,11.65,466.25,15.25
20180416,382.5,114.25,2702.0,117.15,83.25,1042,11.98,462.25,16.56
20180413,386.25,117.3,2564.0,116.55,83.41,1054.25,12.08,472.5,17.41
20180412,388.75,117.9,2542.0,115.75,83.69,1060.75,12.05,481,18.49
20180411,387,118.15,2547.0,113.5,83.83,1047.75,12.06,487.25,20.24
20180410,389.25,117.6,2489.0,112.8,83.53,1050,12.13,492,20.47
20180409,390.75,118.65,2502.0,112.025,82.91,1047,12.36,490.75,21.77
20180406,388.5,117.45,2453.0,112.225,82.54,1033.75,12.34,472.25,21.49
20180405,389.5,117.55,2508.0,114.3,82.57,1031.25,12.35,464.75,18.94
20180404,381,116.9,2475.0,113.025,79.64,1015.25,12.27,455.75,20.06
20180403,388.5,116.6,2498.0,111.975,82.02,1038,12.47,457.5,21.1
20180402,387.25,116.4,2635.0,112.4,80.97,1035.5,12.52,446.25,23.62
20180329,387.75,118.15,2556.0,113.75,81.46,1044.75,12.35,451,19.97
20180328,373.5,117.75,2597.0,116.0,80.74,1018,12.21,445.5,22.87
20180327,374,118.95,2554.0,115.425,82.02,1019.5,12.54,449,22.5
20180326,374,118.15,2629.0,115.175,81.78,1025.5,12.42,454.25,21.03
20180323,377.25,117.2,2615.0,116.05,81.83,1028.25,12.57,460.25,24.87
20180322,376,119.0,2535.0,118.15,82.15,1029.75,12.77,455.75,23.34
20180321,375,118.85,2524.0,117.7,82.59,1029.75,12.67,453.5,17.86
20180320,374.5,118.95,2480.0,119.575,83.08,1028.25,12.56,453,18.2
20180319,375,118.35,2445.0,120.225,81.23,1022.5,12.89,450.75,19.02
20180316,382.75,116.95,2522.0,121.25,82.85,1049.5,12.65,467.75,15.8
20180315,386.75,117.65,2536.0,121.85,83.53,1040.75,12.74,478.75,16.59
20180314,383.5,119.95,2575.0,123.0,83.44,1028.5,12.76,495.75,17.23
20180313,385.5,120.45,2551.0,121.9,82.98,1040.5,12.62,485.5,16.35
20180312,384.25,118.15,2565.0,121.55,83.28,1033.25,12.93,489.75,15.78
20180309,383,118.85,2478.0,123.125,84.52,1029.25,12.84,489,14.64
20180308,385.75,119.0,2506.0,121.775,85.12,1053.75,12.89,494.75,16.54
20180307,379.25,119.3,2456.0,122.975,84.2,1055,12.79,493,17.76
20180306,379.75,119.95,2454.0,122.825,83.84,1064.5,13.45,502,18.36
20180305,378.25,119.2,2459.0,123.225,85.41,1066.75,13.56,502.25,18.73
20180302,377.25,120.35,2320.0,122.175,82.72,1060.75,13.42,492,19.59
20180301,378.75,122.45,2270.0,123.325,82.57,1057.5,13.71,505.5,22.47
20180228,374.5,121.05,2240.0,127.5,81.65,1045,13.48,484.5,19.85
20180227,370.5,119.95,2239.0,128.025,81.76,1038,13.01,463.25,18.59
20180226,368.5,120.5,2224.0,127.4,81.7,1034.25,13.66,459.5,15.8
20180223,366.25,119.45,2204.0,128.0,81.45,1036.25,13.68,452.25,16.49
20180222,366.75,119.6,2156.0,128.35,80.54,1032,13.71,451.25,18.72
20180221,365.75,116.95,2172.0,129.65,78.91,1034.25,13.38,447.25,20.02
20180220,365.5,118.2,2146.0,130.3,77.51,1026.5,13.36,449.25,20.6
20180216,367.5,117.95,2138.0,130.1,75.72,1021.5,13.38,457.75,19.46
20180215,367.75,121.75,2137.0,129.275,75.41,1024.25,13.62,461.75,19.13
20180214,367.25,122.8,2055.0,127.65,75.6,1017.25,13.4,455.75,19.26
20180213,366.75,122.75,1999.0,126.825,76.38,1011.75,13.48,460.75,24.97
20180212,367,121.4,1970.0,127.125,76.45,1001.75,13.73,464,25.61
20180209,362,121.85,2031.0,126.525,76.68,983,13.67,449,29.06
20180208,365.75,122.85,2034.0,125.775,76.62,987.75,13.58,456.25,33.46
20180207,365.25,123.3,2013.0,125.6,75.96,983,14.0,460.5,27.73
20180206,363.5,122.85,2041.0,125.625,76.19,986.25,13.84,446.25,29.98
20180205,358.75,119.8,2045.0,126.125,76.57,969.75,13.9,440.25,37.32
20180202,361.5,120.4,2059.0,126.85,77.3,978.75,13.63,446.75,17.31
20180201,361.75,121.4,2017.0,126.425,78.35,985,13.37,451,13.47
20180131,361.5,121.85,1996.0,123.85,77.28,995.75,13.23,451.75,13.54
20180130,361.5,122.3,1970.0,124.825,77.03,1000.25,13.72,457.25,14.79
20180129,358.75,124.95,1946.0,125.7,78.36,991.5,13.67,449.25,13.84
20180126,356.5,125.15,1986.0,124.6,80.48,985.5,13.36,441,11.08
20180125,355.25,123.65,1960.0,122.475,81.88,992.25,13.24,434.5,11.58
20180124,356.5,122.5,1955.0,125.425,82.27,992.25,13.16,433,11.47
20180123,351.25,120.95,1929.0,124.725,82.26,986.25,13.19,421.5,11.1
20180122,352,122.55,1938.0,123.55,83.41,984.25,13.17,425.75,11.03
20180119,352.5,121.25,1931.0,121.9,83.42,977.25,13.25,422.75,11.27
20180118,351.5,121.1,1984.0,121.95,82.63,973,13.08,425.25,12.22
20180117,353,123.1,1985.0,120.975,82.14,968.75,13.42,421.5,11.91
20180116,348.25,120.45,1932.0,118.1,81.43,968,13.59,416.5,11.66
20180112,346.25,122.25,1914.0,117.375,81.68,944,14.18,420.5,10.16
20180111,348.75,122.8,1928.0,117.075,82.65,940.5,14.18,433.25,9.88
20180110,349,123.95,1941.0,116.875,79.65,947,14.65,434.25,9.82
20180109,349,125.15,1899.0,117.675,78.35,955.75,14.73,432.25,10.08
20180108,347.25,125.15,1914.0,117.225,78.14,958.25,14.78,427.75,9.52
20180105,351.25,128.45,1895.0,119.25,78.01,961.5,15.08,430.75,9.22
20180104,351,129.55,1905.0,122.25,79.25,959.25,15.25,434,9.22
20180103,353,128.6,1907.0,122.95,78.11,959.75,15.31,436,9.15
20180102,353.25,130.2,1936.0,123.35,77.5,955,15.33,433.5,9.77
20171229,350.75,126.2,1892.0,123.0,78.63,951.75,15.16,427,11.04
20171228,352,124.8,1911.0,124.55,78.8,945.75,15.0,427.75,10.18
20171227,353.75,124.5,1866.0,122.025,78.95,955.5,14.93,428,10.47
20171226,352.75,122.2,1856.0,121.5,77.43,959.25,14.7,422.25,10.25
20171222,352,120.4,1809.0,119.825,77.87,949.5,14.6,424.75,9.9
20171221,351.25,122.25,1907.0,119.625,77.94,948.75,14.77,427,9.62
20171220,349.25,123.15,1931.0,119.4,75.71,954,14.57,423.5,9.72
20171219,347.5,121.75,1912.0,120.0,75.03,956,14.41,419.5,10.03
20171218,347,118.55,1922.0,119.975,75.2,961.5,13.76,420.5,9.53
20171215,347.5,116.95,1877.0,118.9,75.92,967.25,13.66,418.25,9.42
20171214,336.25,119.15,1893.0,116.275,75.33,967.75,13.77,395,10.49
20171213,336.75,118.95,1893.0,115.65,74.13,979.25,13.85,392.25,10.18
20171212,335.75,117.05,1872.0,116.15,72.91,975.75,13.77,387.25,9.92
20171211,336.5,119.0,1917.0,115.175,73.0,982.5,13.95,387.75,9.34
20171208,340,120.6,1892.0,115.575,73.72,989.75,14.05,392,9.58
20171207,338.75,120.85,1885.0,115.625,74.23,992,14.31,394.25,10.16
20171206,339.25,124.85,1911.0,115.9,75.17,1002.75,14.45,398.5,11.02
20171205,339.75,125.95,1929.0,116.425,74.96,1008.5,14.9,406,11.33
20171204,339.5,126.75,2002.0,116.375,75.03,998.5,15.06,410.25,11.68
20171201,344.75,127.55,2040.0,117.225,75.43,994.25,14.98,414.5,11.43
20171130,341.75,126.3,2048.0,119.9,75.04,985.75,15.08,409.25,11.28
20171129,339,129.6,2096.0,120.475,75.52,992.5,15.07,416.5,10.7
20171128,336.25,127.45,2047.0,119.65,74.05,993,15.04,410.75,10.03
20171127,338.75,125.55,2065.0,119.825,72.15,996,15.39,409.5,9.87
20171124,342.25,124.8,2109.0,118.575,72.23,993.25,15.45,415.75,9.67
20171122,345.25,124.55,2119.0,119.05,70.74,997.25,15.28,422.75,9.88
20171121,345,123.85,2102.0,117.975,70.9,989,14.88,424.75,9.73
20171120,345,122.9,2084.0,117.1,71.37,990,14.98,422,10.65
20171117,343,123.8,2126.0,118.85,69.78,990.5,15.37,427.25,11.43
20171116,336.5,126.7,2131.0,119.55,69.21,972,15.26,421.5,11.76
20171115,338.25,126.75,2133.0,120.2,68.81,976.25,15.09,420,13.13
20171114,337.5,127.05,2149.0,119.5,68.6,959,15.1,428,11.59
20171113,342.25,127.6,2208.0,120.575,68.88,963.5,15.13,424.25,11.5
20171110,343.5,127.55,2223.0,120.575,69.05,977.25,14.96,431.5,11.29
20171109,341.5,126.4,2198.0,122.475,68.29,975.25,14.88,429,10.5
20171108,348.25,125.75,2216.0,122.925,68.63,988,14.84,426.75,9.78
20171107,347.75,124.7,2163.0,124.625,68.07,986,14.72,427.25,9.89
20171106,348,125.55,2117.0,125.325,68.85,984,14.56,430.75,9.4
20171103,348.25,123.95,2061.0,127.3,68.72,977,14.38,425.75,9.14
20171102,350.5,126.4,2052.0,124.325,69.08,989,14.23,426,9.93
20171101,348.25,122.95,2123.0,126.6,68.17,981,14.61,418,10.2
20171031,345.75,125.1,2094.0,120.5,68.38,973.75,14.74,418.5,10.18
20171030,348.75,125.9,2118.0,119.575,68.64,972.75,14.73,424.75,10.5
20171027,348.75,126.6,2115.0,115.375,68.2,975.25,14.63,427.25,9.8
20171026,350.5,124.55,2127.0,114.15,68.19,971.25,14.11,431.75,11.3
20171025,351,124.1,2079.0,113.025,69.31,975.5,14.18,435.5,11.23
20171024,352.75,123.2,2084.0,113.625,69.54,975.5,14.28,438,11.16
20171023,351.25,124.35,2124.0,111.525,69.72,980.75,13.88,436.75,11.07
20171020,344.5,125.25,2138.0,111.675,66.88,978.75,14.0,426,9.97
20171019,349,126.85,2145.0,111.2,67.31,986.5,14.13,432.75,10.05
20171018,348.5,124.3,2067.0,111.475,67.63,984.25,14.08,430,10.07
20171017,350,124.15,2064.0,111.175,67.77,984.75,14.03,434.75,10.31
20171016,350.5,123.75,2044.0,111.725,67.53,991,14.18,436.5,9.91
20171013,352.75,126.45,2087.0,112.825,68.62,1000.25,14.41,439.5,9.61
20171012,349,126.35,2090.0,112.35,67.84,992,14.28,430.5,9.91
20171011,346,126.8,2097.0,113.775,68.73,965.25,14.3,433.25,9.85
20171010,349.25,131.0,2045.0,113.7,68.95,966,14.17,435.25,10.08
20171009,349.5,130.95,2008.0,111.425,69.58,966.75,14.0,436,10.33
20171006,350,130.0,2085.0,111.025,69.47,972.25,13.98,443.5,9.65
20171005,349.5,127.2,2084.0,110.15,68.9,968.25,14.39,440.75,9.19
20171004,348.25,125.15,2078.0,109.075,69.43,958.25,14.25,442,9.63
20171003,349.5,125.45,2082.0,109.1,68.15,955.25,14.04,448,9.51
20171002,351.5,127.2,2037.0,107.825,68.2,957.25,14.31,444.75,9.45
20170929,355.25,128.05,2043.0,109.1,69.08,968.25,13.54,448.25,9.51
20170928,352.5,128.5,1980.0,108.975,69.6,959.5,13.23,455,9.55
20170927,354,129.35,2015.0,108.575,69.28,965.5,13.08,461.5,9.87
20170926,352.25,132.25,1971.0,108.275,69.38,963.5,13.21,453.75,10.17
20170925,353.75,131.55,1972.0,109.225,70.09,971.25,13.74,454,10.21
20170922,353.5,134.45,1983.0,111.575,69.09,984.25,13.98,449.5,9.59
20170921,350.25,135.0,2021.0,110.1,69.04,970.75,14.05,452.5,9.67
20170920,350,136.55,1998.0,110.95,70.04,970,14.07,449.75,9.78
20170919,348.25,133.95,1965.0,107.975,69.98,965.5,13.76,443,10.18
20170918,351.5,138.95,1975.0,107.575,70.41,967.75,14.31,443.5,10.15
20170915,354.75,140.0,2009.0,107.75,70.13,968.75,14.55,449,10.17
20170914,341.75,135.85,2021.0,106.925,69.78,967.25,14.27,428.25,10.44
20170913,338.5,136.6,2038.0,107.55,69.98,953,14.33,420.75,10.5
20170912,340,133.8,1999.0,106.275,70.71,944.25,14.02,419.5,10.58
20170911,345.5,130.6,1973.0,107.2,73.71,954.75,14.29,412.25,10.73
20170908,344.25,129.4,1972.0,107.325,75.59,956.5,14.09,413.75,12.12
20170907,341.75,127.9,1945.0,106.225,75.03,963.25,14.03,413.5,11.55
20170906,347,126.6,1954.0,104.7,75.26,964.5,14.29,421.75,11.63
20170905,344.25,126.5,1974.0,104.425,75.26,960.5,14.03,430.5,12.23
20170904,nan,127.125,1987.0,104.7875,73.905,nan,13.89,nan,11.18
20170901,340,127.75,1987.0,105.15,72.55,942,13.75,420.5,10.13
20170831,342.25,128.15,1966.0,104.525,71.48,936.25,14.4,410.25,10.59
20170830,329.5,126.95,1949.0,105.55,71.47,923,13.91,403.5,11.22
20170829,333.5,127.3,1977.0,105.25,70.56,930.75,13.82,402.75,11.7
20170828,336,129.9,2015.0,106.2,70.33,935.25,14.31,400,11.32
20170825,338.75,130.2,1962.0,105.95,68.61,939,14.03,409.5,11.28
20170824,342,126.7,1924.0,105.95,70.17,941.25,14.02,409,12.23
20170823,342,126.25,1908.0,105.65,69.6,935,13.67,403.25,12.25
20170822,346,125.85,1923.0,106.725,68.88,933.75,13.51,402.25,11.35
20170821,349,126.4,1930.0,106.0,68.71,932.5,13.52,409.5,13.19
20170818,352,128.05,1922.0,106.375,67.79,937.5,13.41,416,14.26
20170817,350.5,128.45,1904.0,107.125,67.45,930.25,13.29,414,15.55
20170816,352.5,130.95,1844.0,109.475,67.55,921.75,12.94,419.25,11.74
20170815,355.25,132.0,1865.0,110.05,67.68,921.75,13.13,429.5,12.04
20170814,362.75,136.95,1923.0,109.05,68.5,925.5,13.5,441,12.33
20170811,360.75,140.3,1990.0,109.725,69.24,935.5,13.2,439.25,15.51
20170810,357.25,138.5,1967.0,108.85,69.26,930.75,13.24,440.5,16.04
20170809,372.25,142.65,2002.0,110.0,71.82,963,13.64,459.5,11.11
20170808,369.75,142.75,2018.0,112.475,71.91,963,13.78,457,10.96
20170807,372.25,142.05,2029.0,112.75,71.22,959.75,13.87,463.5,9.93
20170804,366.5,140.15,1994.0,115.45,70.99,949.25,14.14,454.75,10.03
20170803,363.5,140.2,2061.0,115.225,71.55,950.5,14.31,457.75,10.44
20170802,365,140.35,2055.0,114.525,71.75,966.5,14.79,460.75,10.28
20170801,362.5,137.85,2023.0,112.8,71.17,959.5,14.88,461.25,10.09
20170731,370.75,139.25,2060.0,112.0,70.5,994.5,14.91,474.5,10.26
20170728,374.25,137.85,2060.0,112.9,70.22,1000.75,14.37,481,10.29
20170727,374.25,135.95,2013.0,114.3,70.5,994.75,14.43,479.75,10.11
20170726,372.75,134.8,1912.0,114.3,69.02,988.75,14.23,477.75,9.6
20170725,368.75,130.6,1926.0,113.175,69.55,981.5,13.9,474,9.43
20170724,377.25,132.55,1968.0,113.875,69.0,997.5,14.4,488.75,9.43
20170721,379.75,136.55,1968.0,116.425,69.14,1009,14.4,499.25,9.36
20170720,391,135.0,1956.0,115.875,69.55,1013.25,14.41,505.75,9.58
20170719,382.5,131.2,1944.0,117.275,68.76,999.75,14.5,503,9.79
20170718,377,131.9,1911.0,115.075,68.86,989.5,14.1,503.75,9.89
20170717,375,131.55,1910.0,116.95,68.57,985,14.09,506,9.82
20170714,365.25,131.7,1876.0,117.8,67.18,985.25,14.3,494.75,9.51
20170713,361,129.35,1833.0,117.425,66.54,972.5,14.14,495.5,9.9
20170712,376.25,126.0,1782.0,117.875,68.13,1016.75,13.49,522.5,10.3
20170711,392.25,124.45,1780.0,114.875,68.15,1025.25,13.44,535.5,10.89
20170710,391.75,126.25,1801.0,113.825,67.72,1020.25,13.56,530.5,11.11
20170707,382.25,126.55,1835.0,114.775,75.29,996,14.15,515.25,11.19
20170706,380.25,126.75,1890.0,114.95,75.01,980.75,13.92,519,12.54
20170705,381.75,127.65,1910.0,113.55,73.86,976.25,13.72,539.25,11.07
20170703,378,125.85,1921.0,115.75,73.69,964.75,13.92,536.75,11.22
20170630,370.5,124.05,1903.0,119.1,75.31,942.25,13.68,511,11.18
20170629,359.75,124.75,1822.0,120.2,74.0,915.5,13.3,480.25,11.44
20170628,356.75,122.75,1835.0,120.25,74.41,914,12.55,457.25,10.03
20170627,359.25,122.75,1827.0,119.6,74.44,911.25,12.65,453.25,11.06
20170626,359,121.95,1809.0,121.475,73.68,906.75,12.61,450,9.9
20170623,357.75,119.95,1843.0,119.2,72.65,904.5,12.97,459.75,10.02
20170622,362.75,113.45,1793.0,118.625,71.14,904,12.84,461.25,10.48
20170621,368.75,119.35,1813.0,119.5,70.89,918.75,13.06,464.5,10.75
20170620,370,121.95,1878.0,120.35,71.35,927.75,13.61,472.5,10.86
20170619,375.25,124.2,1898.0,120.0,71.39,937.75,13.46,467,10.37
20170616,384,123.55,1975.0,121.7,71.88,939,13.44,465.25,10.38
20170615,379.5,125.8,2026.0,122.5,71.91,934.75,13.47,453.75,10.9
20170614,377,125.55,2040.0,124.5,73.5,931.75,13.62,443,10.64
20170613,381,126.4,2022.0,127.5,74.48,932.5,13.79,445,10.42
20170612,377.25,127.6,2059.0,128.35,75.13,931.25,14.02,434,11.46
20170609,387.75,126.55,2020.0,131.25,75.69,941.5,14.27,445.75,10.7
20170608,385.75,126.35,1963.0,131.375,76.55,938,14.34,449.25,10.16
20170607,384.75,125.75,1963.0,131.2,75.79,930.75,14.14,444.75,10.39
20170606,377.25,125.55,1975.0,130.2,76.02,923.5,13.98,435.75,10.45
20170605,373,128.45,1988.0,132.1,76.31,922,13.89,429.5,10.07
20170602,372.75,125.55,2001.0,130.825,76.69,921.25,13.74,429.5,9.75
20170601,370.5,127.7,2024.0,127.425,77.63,912.25,14.23,429,9.89
20170531,372,129.35,2048.0,124.425,76.98,916,14.87,429.25,10.41
20170530,367,132.1,2037.0,122.975,77.26,912.75,15.02,429.5,10.38
20170526,374.25,131.2,1911.0,122.7,77.09,926.5,15.05,438.25,9.81
20170525,369.25,129.3,1877.0,123.925,77.16,939.5,15.66,430.75,9.99
20170524,371.25,128.55,1894.0,122.125,77.54,948.25,15.67,432.5,10.02
20170523,369.5,130.25,2021.0,123.075,77.22,948.25,15.87,429.5,10.72
20170522,375,130.6,2035.0,123.925,78.39,956.5,16.51,434.25,10.93
20170519,372.5,132.1,2028.0,123.45,79.45,953,16.38,435.25,12.04
20170518,366,127.4,2084.0,122.925,79.24,944.75,16.03,425.75,14.66
20170517,371.5,132.2,2054.0,122.45,80.17,975.75,16.3,427,15.59
20170516,367.75,129.25,2034.0,121.9,81.32,976.25,15.88,424.25,10.65
20170515,367.75,131.25,2070.0,122.45,85.32,965.25,15.61,423.25,10.42
